,minimum,maximum
ACLS_a,0.0,893.9357894628025
ACLS_b,-893.9357894628013,0.0
ACMPGLU_GLCAASE,0.0,999.9999999999993
ACMPGLUt2pp,0.0,1000.0
ACMPGLUtex,0.0,1000.0000000000001
ACMP_GLC_GLCAASE,0.0,1000.0
ACMP_GLCt2pp,0.0,1000.0
ACMP_GLCtex,0.0,1000.0000000000001
ACMPtepp,0.0,1000.0000000000001
ACMPtex,-999.9999999999999,0.0
ACNAMabcpp,0.0,2.0089289236806992e-12
ACNAMtex,0.0,2.979266960345036e-12
ACNML,0.0,2.979266960345036e-12
ACOAAGPAT140,0.0,1.5155143040382405e-12
ACOAAGPAT160,0.0,2.0910149908344245e-12
ACOAAGPAT180,0.0,3.8487985240338447
ACOAAGPATAI15,0.0,0.0
ACOAAGPATAI17,3.848798524033841,3.848798524033834
ACOAAGPATI14,0.0,0.0
ACOAAGPATI15,0.0,0.0
ACOAAGPATI16,0.0,0.0
ACOAAGPATI17,3.848798524033841,3.8487985240338403
ACOAD1,0.0,0.0
ACOAD20,0.0,0.0
ACOADH2,0.0,0.0
ACOATA,0.0,1.3062676733221286e-13
ACODAr,0.0,3.967299769128905e-12
ACONMT,0.0,0.0
ACONTa,0.0,999.9999999999984
ACONTb,0.0,1000.0
ACOTA,-3.5479990386077573e-12,6.18064185661859e-28
ACPS1,0.27981321914140656,0.2798132191414064
ACS,0.0,9.04565246649066
ACYP,0.0,3.2357476858137856e-12
ACYP_2,0.0,3.003427253087013e-12
AC_AMN_B_GLY_GLC_GLCAASE,0.0,1000.0
AC_AMN_B_GLY_GLCt2pp,0.0,1000.0
AC_AMN_B_GLY_GLCtex,0.0,1000.0000000000001
AC_AMN_B_GLYtepp,0.0,1000.0000000000001
AC_AMN_B_GLYtex,-1000.0,-6.386085812181997e-13
ACtex,-1000.0,-1000.000000000001
ACtrpp,-1000.0,-999.9999999999998
ADA,0.0,999.9999999999998
ADCL,0.8394396574242189,0.8394396574242088
ADCPS1,0.0,4.070671173657823e-13
ADCPS2,0.0,0.0
ADCS,0.8394396574242189,0.8394396574242191
ADD,0.0,1000.0
ADEtex,0.0,0.0
ADK1,-1000.0,1000.0
ADK10,-1000.0,994.0555617649674
ADK11,-1000.0,1000.0
ADK2,-999.7201867808584,-191.5204237274841
ADK3,-1000.0,986.0848836420583
ADK5,-1000.0,942.4482086594253
ADK7,-1000.0,1000.0
ADK8,-1000.0,998.5262477665174
ADK9,-1000.0,998.5262477665178
ADMDC,0.0,0.2798132191414067
ADNCNT3tcpp,-1000.0,1000.0000000000003
ADNCYC,0.0,0.0
ADNUC,0.0,3.693807218276567e-12
ADNtex,-1000.0,1000.0
ADOCBIK,0.0,0.2798132191414067
ADOCBIK2,0.0,0.27981321914140617
ADOCBLS,0.27981321914140656,0.2798132191414062
ADOCBLabcpp,0.0,-5.598220627951541e-12
ADOCBLtex,191.80023694662367,999.9999999999999
ADPRDP,0.0,0.0
ADPT,0.0,3.209962176432809e-12
ADSK,0.0,3.1105744996013166e-12
ADSL1r,0.0,1.9203198895418178e-13
ADSL2r,0.0,7.331919395720165e-13
ADSS,0.0,1.889310320362901e-12
AGDC,0.0,3.685657449646316e-12
AGMHE,9.040411334016756,9.040411334016758
AGMT,0.0,0.0
AGPAT120,0.0,0.0
AGPAT140,0.0,0.0
AGPAT141,0.0,0.0
AGPAT160,0.0,0.0
AGPAT161,0.0,0.0
AGPAT180,0.0,3.848798524033835
AGPAT181,0.0,0.0
AGPR,-2.6990310906948634e-12,0.0
AHCYSNS_r,0.0,-3.3239434978462273e-12
AHMMPS,0.0,7.742769042369186e-13
AICART,0.0,5.160708553298608e-12
AIHPDCOATA,7.6975970480676805,7.697597048067687
AIPDCOATA,0.0,0.0
AIRC4,0.0,-8.047442152680337e-12
AKGS,0.0,2.371310555320942e-12
AKGt2rpp,-999.9999999999999,1000.0000000000002
AKGtex,-1000.0,1000.0
ALAALA,2.2601028335041886,2.26010283350419
ALAASP1c,0.0,-2.4492215247287987e-12
ALAASPabcpp,0.0,3.916987375345445e-12
ALAASPtex,0.0,3.916987375345445e-12
ALACI,-999.9999999999998,1000.0
ALAGLN1c,0.0,3.25816686878887e-12
ALAGLNabcpp,0.0,2.149426785559111e-12
ALAGLNtex,0.0,2.149426785559111e-12
ALAGLU1c,0.0,2.4907209035364017e-12
ALAGLUabcpp,0.0,2.0738015455083212e-12
ALAGLUtex,0.0,2.0738015455083212e-12
ALAGLY1c,0.0,3.794096888513507e-12
ALAGLYabcpp,0.0,3.0827399826913554e-12
ALAGLYtex,0.0,3.0827399826913554e-12
ALAHIS1c,0.0,1.9127442575735407e-12
ALAHISabcpp,0.0,2.226441760786852e-12
ALAHIStex,0.0,2.2264417607868526e-12
ALALEU1c,0.0,2.6948893180209658e-12
ALALEUabcpp,0.0,3.31983477744932e-12
ALALEUtex,0.0,3.3198347774493205e-12
ALAPAT4tepp,-1000.0000000000001,1000.0000000000005
ALAR,-995.4797943329922,1000.0
ALATA_L,-1000.0,1000.0
ALATHR1c,0.0,5.832327186752478e-13
ALATHRabcpp,0.0,-1.1492910326854118e-12
ALATHRtex,0.0,-1.149291032685412e-12
ALA_Dtex,-995.4797943329917,1000.0000000000001
ALA_Ltex,-1000.0,1000.0
ALCD19,3.812696350847128e-12,453.5172319455821
ALCD2x,-1000.0,1000.0
ALKP_R788epp,0.0,446.9678947314
ALPHNH,0.0,0.0
ALPZ_4OH_GLC_GLCAASE,0.0,1000.0
ALPZ_4OH_GLCt2pp,0.0,1000.0
ALPZ_4OH_GLCtex,0.0,1000.0000000000001
ALPZ_4OHtepp,0.0,1000.0000000000001
ALPZ_4OHtex,-1000.0,-2.6853128339772837e-13
ALPZ_AOH_GLC_GLCAASE,0.0,1000.0
ALPZ_AOH_GLCt2pp,0.0,1000.0
ALPZ_AOH_GLCtex,0.0,1000.0000000000001
ALPZ_AOHtepp,0.0,1000.0000000000001
ALPZ_AOHtex,-1000.0,-2.043547459898239e-12
ALTRH,0.0,1000.0000000000001
AM14_GLC_GLCAASE,0.0,1000.0000000000006
AM14_GLCt2pp,0.0,1000.0
AM14_GLCtex,0.0,1000.0000000000001
AM14tepp,0.0,1000.0
AM14tex,-1000.0,-1.3301863692971687e-13
AM1CCStepp,0.0,1000.0000000000001
AM1CCStex,-1000.0,1.3301863692971684e-13
AM1CGLC_GLCAASE,0.0,1000.0
AM1CGLCt2pp,0.0,1000.0
AM1CGLCtex,0.0,1000.0000000000001
AM5_GLC_GLCAASE,0.0,1000.0
AM5_GLCt2pp,0.0,1000.0
AM5_GLCtex,0.0,1000.0000000000001
AM5tepp,0.0,1000.0
AM5tex,-1000.0,0.0
AM6_GLC_GLCAASE,0.0,1000.0
AM6_GLCt2pp,0.0,1000.0
AM6_GLCtex,0.0,1000.0000000000001
AM6tepp,0.0,1000.0
AM6tex,-1000.0,0.0
AMANAPEr,0.0,-1.0891990096666999e-12
AMANK,0.0,1.8459497044406566e-12
AMAOTr,0.0,1.3861333181667764e-12
AMID,0.0,0.0
AMID2,0.0,0.0
AMID4,0.0,0.0
AMID5,0.0,0.0
AMIO_C_GLC_GLCAASE,0.0,1000.0
AMIO_C_GLCt2pp,0.0,1000.0
AMIO_C_GLCtex,0.0,1000.0000000000001
AMIO_Ctepp,0.0,1000.0
AMIO_Ctex,-1000.0,0.0
AMIO_GLC_GLCAASE,0.0,1000.0
AMIO_GLCt2pp,0.0,1000.0
AMIO_GLCtex,0.0,1000.0000000000001
AMIOtepp,0.0,1000.0
AMIOtex,-1000.0,0.0
AMMQLT8,0.0,999.7201867808583
AMMQT8r,-1000.0,-0.27981321914387536
AMNTD_M6_GLC_GLCAASE,0.0,1000.0
AMNTD_M6_GLCt2pp,0.0,1000.0
AMNTD_M6_GLCtex,0.0,1000.0000000000001
AMNTD_M6tepp,0.0,1000.0000000000001
AMNTD_M6tex,-1000.0,0.0
AMN_B_GLY_GLC_GLCAASE,0.0,1000.0
AMN_B_GLY_GLCt2pp,0.0,1000.0
AMN_B_GLY_GLCtex,0.0,1000.0000000000001
AMN_B_GLYtepp,0.0,1000.0000000000001
AMN_B_GLYtex,-1000.0,0.0
AMPMS2,0.0,2.4185750774184484e-13
AMPMS3,0.0,0.0
AMPN,0.0,986.941356980031
AMPTASECG,0.0,3.8882181245016594e-13
AMPTASEGC,0.0,-1.4907381506671377e-13
ANPRT,0.0,-2.9046307912960966e-13
ANS,0.0,2.344144256836761e-13
