,id,WD-ABX_1.5,WD-ABX_4.0,WD-ABX_6.0,WD-ABX_12.5
88,rxn05434_c1,0.0,0.0,0.0,0.0
89,rxn05346_c1,0.24623146460173967,0.3409275011405016,0.2850669930907783,0.0
90,rxn03248_c1,0.0,0.0,0.0,0.0
91,rxn08127_c1,0.0,0.0,0.0,0.0
92,rxn05386_c1,0.0,0.0,0.0,0.0
93,rxn05516_c1,0.0,0.0,0.0,0.0
94,rxn05733_c1,0.0,0.0,0.0,0.0
95,rxn00416_c1,0.4045757949223258,0.3908260973809281,0.0,0.0
96,rxn08017_c1,0.0,0.0,0.0,0.0
97,rxn12512_c1,0.040084714138483,0.039370645864854836,0.04200182200267566,0.009884476677303411
98,rxn08669_c1,0.0,0.0,0.0,0.0
99,rxn00902_c1,0.0,0.0,0.0,0.0
100,rxn06672_c1,0.0,0.0,0.0,0.0
101,rxn00649_c1,0.0,0.0,0.0,0.0
102,rxn01739_c1,0.2750225120487134,0.27120308745449706,0.2940155507242408,0.05467914540266851
103,rxn02400_c1,0.0,0.0,0.0,0.0
104,rxn01268_c1,0.0,0.0,0.0,0.0
105,rxn00242_c1,0.0,0.0,0.0,0.0
106,rxn12641_c1,0.0,0.0,0.0,0.0
107,rxn00762_c1,0.0,0.0,0.0,0.0
108,rxn08971_c1,21.52156816584462,0.0,12.884356898482928,0.0
109,rxn00225_c1,1.7883428377814716,1.7397379361678587,0.5118676807964049,9.956832924402365
110,rxn05350_c1,0.24623146460173967,0.3409275011405016,0.28506699309077826,0.0
111,rxn08838_c1,0.0,0.0,0.0,0.0
112,rxn00148_c1,-190.56584090096024,-87.37839126815254,-201.3786784234654,-1.4846170092937232
113,rxn01102_c1,0.0,0.0,0.0,0.0
114,rxn05569_c1,-0.008652595191362964,0.0,0.0,-11.363319753426369
115,rxn00100_c1,0.040084714138483,0.039370645864854836,0.04200182200267566,0.009884476677303411
116,rxn00514_c1,0.0,0.0,0.0,0.0
117,rxn00789_c1,-0.2743100052371646,-0.41622927285785594,-0.25465230738797806,-0.05992846674693656
118,rxn03436_c1,0.8376005331139894,0.7950097712939079,0.8403526143803277,0.19776394026489066
119,rxn05390_c1,0.0,0.0,0.0,0.0
120,rxn05560_c1,0.012473286587182275,0.052710756876065024,0.044177513268599006,0.0
121,rxn05437_c1,0.0,0.0,0.0,0.0
122,rxn00837_c1,0.0,0.0,0.0,0.0
123,rxn08976_c1,0.0,0.0,0.0,0.0
124,rxn00781_c1,92.41465213429987,88.82486367942697,103.36994191799204,-0.9257327831336326
125,rxn09264_c1,0.0,0.0,0.0,0.0
126,rxn00881_c1,0.3480656925836838,0.33684513554026163,0.0,0.0
127,rxn06578_c1,0.0,0.0,0.0,0.0
128,rxn09265_c1,0.0,0.0,0.0,0.0
129,rxn00292_c1,0.0,0.0,0.0,0.0
130,rxn05401_c1,0.0,0.0,0.0,0.0
